CustomerID,DeviceType,DeviceName,OperatingSystem,IPAddress,MACAddress,IsTrusted
307,Laptop,HP Pavilion,Windows,10.73.19.29,D1:2D:1C:CA:96:B8,1
308,Laptop,HP Pavilion,Windows,10.131.161.47,CB:78:03:ED:03:6F,1
309,Mobile,Vivo V30,Android,10.17.121.162,E9:55:5D:72:C6:50,1
310,Tablet,iPad Air,iPadOS,10.36.128.141,A8:C5:21:BA:10:F6,1
311,Mobile,Vivo V30,Android,10.49.40.38,DE:8E:85:FD:67:E1,1
312,Laptop,Dell Inspiron 15,Windows,10.92.246.104,2E:0E:3C:4D:2F:ED,1
313,Mobile,iPhone 15,iOS,10.92.174.36,27:29:FD:29:1B:B6,1
314,Mobile,iPhone 15,iOS,10.233.121.86,F8:0E:94:F1:3F:02,1
315,Mobile,OnePlus 12,Android,10.63.4.131,EF:AE:7C:90:17:CF,1
316,Mobile,Samsung Galaxy S24,Android,10.225.219.194,53:30:02:24:7E:B3,1
317,Mobile,iPhone 15,iOS,10.104.91.247,4B:F8:76:84:2D:93,1
318,Laptop,HP Pavilion,Windows,10.41.75.75,19:EE:B5:58:04:83,1
319,Laptop,Lenovo ThinkPad,Windows,10.224.49.151,AB:B1:AC:DF:46:FD,1
320,Mobile,OnePlus 12,Android,10.177.154.162,29:75:8D:21:CB:02,1
321,Mobile,Samsung Galaxy S24,Android,10.75.50.26,3A:C5:D0:83:9B:04,1
322,Laptop,Dell Inspiron 15,Windows,10.125.229.107,9E:C2:79:37:5F:16,1
323,Mobile,OnePlus 12,Android,10.31.230.143,B3:98:9F:CF:EF:85,1
324,Mobile,OnePlus 12,Android,10.195.60.38,C0:6D:DB:11:F7:FE,1
325,Mobile,Samsung Galaxy S24,Android,10.49.146.97,85:AE:6F:F2:A3:4C,1
326,Laptop,Lenovo ThinkPad,Windows,10.130.73.27,02:AF:04:B9:5A:B2,1
327,Tablet,iPad Air,iPadOS,10.121.75.148,58:20:48:CD:88:10,1
328,Laptop,MacBook Air M3,macOS,10.87.36.4,84:D3:01:17:F2:DE,1
329,Laptop,HP Pavilion,Windows,10.80.40.111,8B:83:BE:04:88:E3,1
330,Laptop,HP Pavilion,Windows,10.75.124.23,7C:F7:77:F6:8E:7B,1
331,Laptop,Lenovo ThinkPad,Windows,10.55.86.33,8C:D2:D6:E7:B4:10,1
332,Tablet,iPad Air,iPadOS,10.54.70.116,7F:61:D3:AD:D4:F4,1
333,Mobile,iPhone 15,iOS,10.225.182.219,74:F3:EF:D3:C2:51,1
334,Laptop,Lenovo ThinkPad,Windows,10.82.49.111,F5:2B:3D:E2:9A:04,1
335,Laptop,MacBook Air M3,macOS,10.0.250.244,CB:D6:52:14:ED:D2,1
336,Laptop,HP Pavilion,Windows,10.99.199.9,4F:1E:9F:27:DE:DE,1
337,Mobile,Samsung Galaxy S24,Android,10.214.57.112,F6:21:EE:85:BA:9A,1
338,Mobile,Vivo V30,Android,10.42.227.41,DE:8F:3B:F9:A2:32,1
339,Mobile,OnePlus 12,Android,10.212.240.1,1E:49:23:A0:BA:02,1
340,Mobile,OnePlus 12,Android,10.158.12.223,E4:A1:D9:EF:DE:7F,1
341,Mobile,Samsung Galaxy S24,Android,10.196.213.117,4E:7E:C5:70:C0:FF,1
342,Laptop,MacBook Air M3,macOS,10.114.174.224,25:B7:40:6B:00:FB,1
343,Mobile,Vivo V30,Android,10.232.138.221,69:A4:C9:C4:12:8E,1
344,Mobile,iPhone 15,iOS,10.245.81.78,73:0F:55:D8:A6:8F,1
345,Mobile,OnePlus 12,Android,10.232.122.170,5C:CA:15:C4:DC:6B,1
346,Mobile,iPhone 15,iOS,10.147.175.115,A5:18:8D:54:DE:E1,1
347,Tablet,iPad Air,iPadOS,10.246.216.206,E0:72:2D:3A:14:34,1
348,Laptop,Dell Inspiron 15,Windows,10.59.218.118,A3:EE:2E:C7:42:B9,1
349,Laptop,MacBook Air M3,macOS,10.160.64.120,42:26:D3:39:2D:81,1
350,Mobile,Vivo V30,Android,10.98.105.105,4E:5E:23:23:FA:7F,1
351,Laptop,HP Pavilion,Windows,10.192.57.98,AD:4A:D9:E3:0C:A8,1
352,Laptop,MacBook Air M3,macOS,10.162.166.13,FB:24:08:C7:07:53,1
353,Mobile,Vivo V30,Android,10.92.69.32,C9:B5:6C:C9:48:97,1
354,Laptop,MacBook Air M3,macOS,10.245.108.164,DE:95:9A:A6:F2:F1,1
355,Tablet,iPad Air,iPadOS,10.43.242.106,54:E7:33:33:43:86,1
356,Mobile,Vivo V30,Android,10.194.115.215,44:7D:90:5F:6A:FC,1
357,Laptop,Dell Inspiron 15,Windows,10.65.133.36,22:CE:38:AD:41:FB,1
358,Laptop,MacBook Air M3,macOS,10.24.205.155,F5:FA:26:9A:28:A7,1
359,Laptop,HP Pavilion,Windows,10.52.154.100,5A:75:6E:BF:B0:62,1
360,Mobile,OnePlus 12,Android,10.250.117.13,67:9F:D2:38:08:3C,1
361,Laptop,Dell Inspiron 15,Windows,10.213.104.56,5C:D7:8F:8A:2E:36,1
362,Mobile,iPhone 15,iOS,10.228.240.145,1C:6F:7C:0D:AF:A0,1
363,Laptop,Dell Inspiron 15,Windows,10.179.158.227,71:59:E1:B5:D0:F6,1
364,Tablet,iPad Air,iPadOS,10.157.142.245,39:0A:99:FE:F8:82,1
365,Mobile,OnePlus 12,Android,10.135.251.72,2C:84:73:27:F6:E4,1
366,Mobile,iPhone 15,iOS,10.236.153.189,4F:FA:C0:BE:09:B0,1
367,Mobile,Vivo V30,Android,10.139.237.153,AF:1D:35:51:4D:AF,1
368,Laptop,Dell Inspiron 15,Windows,10.206.188.45,8B:7A:3C:D9:4C:86,1
369,Laptop,HP Pavilion,Windows,10.13.107.131,E7:BF:E7:5B:4D:81,1
370,Laptop,Lenovo ThinkPad,Windows,10.109.171.86,6D:61:6D:74:06:70,1
371,Laptop,Dell Inspiron 15,Windows,10.242.5.131,24:6C:A4:52:F1:E6,1
372,Laptop,HP Pavilion,Windows,10.243.162.65,BC:A2:7B:C2:4B:60,1
373,Mobile,Vivo V30,Android,10.183.166.165,78:87:6F:5A:2C:18,1
374,Tablet,iPad Air,iPadOS,10.64.8.32,29:7E:1D:71:2D:F5,1
375,Laptop,Dell Inspiron 15,Windows,10.126.12.38,72:01:D6:42:2F:67,1
376,Mobile,Samsung Galaxy S24,Android,10.164.94.195,87:51:42:01:65:29,1
377,Laptop,Lenovo ThinkPad,Windows,10.99.200.107,40:DB:3F:B7:C1:D8,1
378,Laptop,Lenovo ThinkPad,Windows,10.128.190.77,76:52:5B:F8:82:AD,1
379,Laptop,MacBook Air M3,macOS,10.202.7.245,3D:F9:07:A1:00:33,1
380,Mobile,Vivo V30,Android,10.84.34.188,A4:03:07:F1:A1:10,1
381,Mobile,Samsung Galaxy S24,Android,10.145.118.58,9B:BC:35:C4:F6:79,1
382,Mobile,OnePlus 12,Android,10.64.231.192,5F:B5:7B:06:04:09,1
383,Laptop,HP Pavilion,Windows,10.36.60.195,62:0E:D7:4F:40:9D,1
384,Tablet,iPad Air,iPadOS,10.200.41.39,4F:4A:F7:CF:3F:E7,1
385,Laptop,Dell Inspiron 15,Windows,10.107.87.75,01:16:DF:46:FC:2B,1
386,Tablet,iPad Air,iPadOS,10.138.255.129,65:54:8F:52:14:0C,1
387,Laptop,Dell Inspiron 15,Windows,10.252.144.221,19:FB:02:CF:22:7A,1
388,Tablet,iPad Air,iPadOS,10.47.52.46,38:7C:83:F2:AB:56,1
389,Laptop,MacBook Air M3,macOS,10.139.67.137,D8:38:12:E9:5A:7A,1
390,Mobile,OnePlus 12,Android,10.193.177.20,23:C4:53:3C:DE:29,1
391,Laptop,Dell Inspiron 15,Windows,10.24.192.115,B5:AC:A6:4E:F0:95,1
392,Tablet,iPad Air,iPadOS,10.207.119.67,B9:01:9E:32:74:BD,1
393,Tablet,iPad Air,iPadOS,10.19.171.163,D2:79:DF:2B:A0:04,1
394,Laptop,HP Pavilion,Windows,10.97.52.196,0C:36:D9:12:17:60,1
395,Mobile,Samsung Galaxy S24,Android,10.243.119.234,BA:04:53:37:45:49,1
396,Mobile,OnePlus 12,Android,10.72.12.145,83:80:8A:E0:09:D9,1
397,Tablet,iPad Air,iPadOS,10.206.101.225,D1:75:1A:2B:7F:10,1
398,Laptop,HP Pavilion,Windows,10.187.42.44,82:AC:CF:B4:7B:57,1
399,Laptop,MacBook Air M3,macOS,10.152.144.250,95:94:AD:A6:0B:75,1
400,Laptop,Lenovo ThinkPad,Windows,10.131.134.20,20:C5:90:39:0A:0E,1
401,Laptop,HP Pavilion,Windows,10.45.145.229,EE:C3:D3:23:33:F6,1
402,Mobile,OnePlus 12,Android,10.119.168.12,97:65:CD:6B:DB:66,1
403,Laptop,Lenovo ThinkPad,Windows,10.108.34.129,C1:87:99:B3:51:E9,1
404,Mobile,OnePlus 12,Android,10.85.214.90,58:0B:6D:B6:FB:41,1
405,Tablet,iPad Air,iPadOS,10.51.42.150,49:12:6F:9E:CD:05,1
406,Mobile,OnePlus 12,Android,10.24.191.246,9C:22:BE:57:7D:A0,1
407,Laptop,HP Pavilion,Windows,10.19.7.13,9A:BA:31:47:35:73,1
408,Laptop,Dell Inspiron 15,Windows,10.65.19.211,BD:DD:68:75:DF:9E,1
409,Mobile,OnePlus 12,Android,10.213.63.95,50:0A:09:B0:37:B5,1
410,Laptop,Dell Inspiron 15,Windows,10.198.216.31,D6:9F:A4:17:49:DA,1
411,Laptop,Lenovo ThinkPad,Windows,10.244.238.149,BE:F1:7E:21:C9:1C,1
412,Mobile,Vivo V30,Android,10.219.81.104,5D:3F:44:72:F7:CE,1
413,Laptop,HP Pavilion,Windows,10.100.15.105,4A:78:90:1B:7C:70,1
414,Mobile,Vivo V30,Android,10.109.156.54,EA:A1:74:BE:7C:03,1
415,Laptop,HP Pavilion,Windows,10.61.197.67,94:DC:1D:4E:98:19,1
416,Mobile,OnePlus 12,Android,10.34.83.21,8B:C2:42:CD:EE:E1,1
417,Laptop,Lenovo ThinkPad,Windows,10.13.152.164,84:B0:3A:12:A0:B3,1
418,Mobile,Vivo V30,Android,10.97.185.8,96:2D:E6:4D:13:C9,1
419,Laptop,Dell Inspiron 15,Windows,10.20.203.86,F9:5F:52:6B:B0:E7,1
420,Mobile,iPhone 15,iOS,10.41.241.152,78:CD:86:8A:DB:40,1
421,Mobile,Vivo V30,Android,10.13.228.78,14:64:73:18:D9:FE,1
422,Laptop,Dell Inspiron 15,Windows,10.156.218.205,AC:17:7F:51:4D:56,1
423,Laptop,Dell Inspiron 15,Windows,10.128.83.74,10:EB:D2:89:4F:2B,1
424,Mobile,Samsung Galaxy S24,Android,10.88.47.248,55:C9:98:57:7F:0E,1
425,Tablet,iPad Air,iPadOS,10.254.31.230,10:E0:48:8E:19:F1,1
426,Laptop,Lenovo ThinkPad,Windows,10.226.79.35,13:25:BD:32:A0:0F,1
427,Mobile,Samsung Galaxy S24,Android,10.77.152.10,CD:7A:5E:56:1F:0F,1
428,Tablet,iPad Air,iPadOS,10.171.109.125,99:3E:48:3D:41:CE,1
429,Laptop,HP Pavilion,Windows,10.212.223.84,9C:74:27:6E:14:7D,1
430,Mobile,iPhone 15,iOS,10.64.17.33,BA:B2:EC:87:DB:CF,1
431,Mobile,OnePlus 12,Android,10.81.217.126,88:25:A4:7C:9E:B2,1
432,Laptop,HP Pavilion,Windows,10.65.86.80,29:B1:E8:B5:4F:24,1
433,Mobile,Vivo V30,Android,10.113.136.88,59:7D:46:FA:18:F9,1
434,Tablet,iPad Air,iPadOS,10.120.21.26,05:1E:D0:83:31:E6,1
435,Mobile,Vivo V30,Android,10.106.145.233,B2:53:8F:88:7F:17,1
436,Mobile,iPhone 15,iOS,10.13.235.58,47:22:25:AE:50:06,1
437,Mobile,Vivo V30,Android,10.144.161.181,4F:28:3F:02:CC:4A,1
438,Mobile,iPhone 15,iOS,10.166.184.54,78:0B:89:AD:26:B0,1
439,Mobile,OnePlus 12,Android,10.181.222.79,03:2B:43:3C:4F:86,1
440,Mobile,Vivo V30,Android,10.211.123.181,72:BF:41:8F:8F:F0,1
441,Mobile,OnePlus 12,Android,10.128.213.59,62:24:A3:DE:EC:2A,1
442,Laptop,Lenovo ThinkPad,Windows,10.93.66.73,DF:B0:84:1E:8A:46,1
443,Mobile,iPhone 15,iOS,10.108.217.10,62:A9:08:7C:EE:D9,1
444,Mobile,OnePlus 12,Android,10.249.19.90,D3:D8:3A:2D:AF:F1,1
445,Mobile,iPhone 15,iOS,10.83.250.163,5A:4C:70:08:D7:01,1
446,Laptop,MacBook Air M3,macOS,10.26.98.35,00:8D:1B:E3:27:BC,1
447,Mobile,OnePlus 12,Android,10.128.208.63,C3:0D:5A:11:4A:8F,1
448,Mobile,Vivo V30,Android,10.1.253.135,7B:A1:88:85:EC:80,1
449,Laptop,MacBook Air M3,macOS,10.210.79.198,F0:C9:1E:04:E1:54,1
450,Mobile,OnePlus 12,Android,10.195.77.238,0D:4D:5D:DF:4A:9E,1
451,Laptop,HP Pavilion,Windows,10.137.171.111,E6:86:41:48:6A:0F,1
452,Laptop,MacBook Air M3,macOS,10.24.30.68,62:F3:38:2F:15:84,1
453,Mobile,OnePlus 12,Android,10.174.38.82,9D:1E:1E:84:0F:E9,1
454,Laptop,Lenovo ThinkPad,Windows,10.131.33.81,D6:8B:31:B2:64:84,1
455,Laptop,MacBook Air M3,macOS,10.25.145.187,5B:2A:0B:DC:90:CC,1
456,Mobile,iPhone 15,iOS,10.113.63.235,A6:B1:03:A2:E3:42,1
457,Laptop,HP Pavilion,Windows,10.86.9.87,DB:48:50:3B:68:AA,1
458,Mobile,Vivo V30,Android,10.99.16.141,37:C6:4B:45:8A:B4,1
459,Mobile,OnePlus 12,Android,10.22.61.131,BD:9B:52:12:AF:7D,1
460,Laptop,Lenovo ThinkPad,Windows,10.25.150.81,E5:C9:DD:AC:3E:63,1
461,Laptop,MacBook Air M3,macOS,10.113.140.163,9D:78:3E:2F:99:57,1
462,Mobile,iPhone 15,iOS,10.160.180.79,B5:1A:8B:05:AD:CC,1
463,Mobile,Vivo V30,Android,10.152.109.241,AA:D2:AE:5B:9F:22,1
464,Tablet,iPad Air,iPadOS,10.148.45.5,4D:88:50:6A:37:B5,1
465,Mobile,Samsung Galaxy S24,Android,10.181.85.164,C4:D8:F1:A5:65:37,1
466,Laptop,MacBook Air M3,macOS,10.64.216.40,11:91:2E:AB:BC:E3,1
467,Laptop,Lenovo ThinkPad,Windows,10.28.36.85,CE:2A:24:30:7E:5F,1
468,Mobile,OnePlus 12,Android,10.44.239.247,41:DF:97:F2:89:F5,1
469,Laptop,HP Pavilion,Windows,10.13.37.9,0B:A7:FA:CC:D2:9C,1
470,Mobile,Vivo V30,Android,10.98.244.212,24:E4:F3:6F:78:5C,1
471,Laptop,HP Pavilion,Windows,10.220.213.39,ED:CC:C4:92:BA:14,1
472,Laptop,Dell Inspiron 15,Windows,10.140.210.41,12:19:D5:FC:1F:B3,1
473,Laptop,Lenovo ThinkPad,Windows,10.149.191.49,E1:76:03:48:F5:D0,1
474,Laptop,Lenovo ThinkPad,Windows,10.19.187.117,69:35:CD:9A:F2:65,1
475,Laptop,Lenovo ThinkPad,Windows,10.28.35.113,11:DD:B6:AE:B4:1D,1
476,Laptop,MacBook Air M3,macOS,10.70.88.82,3C:E0:D9:8D:3F:CD,1
477,Laptop,Lenovo ThinkPad,Windows,10.213.220.204,0B:E7:EA:71:CD:D0,1
478,Mobile,Vivo V30,Android,10.239.119.70,1F:8D:5A:66:FC:DC,1
479,Mobile,OnePlus 12,Android,10.243.94.240,8C:9D:D9:4C:0C:2E,1
480,Mobile,iPhone 15,iOS,10.225.164.212,2D:B9:87:7E:E5:08,1
481,Laptop,Dell Inspiron 15,Windows,10.53.218.106,BF:DA:76:4E:27:02,1
482,Mobile,Vivo V30,Android,10.209.8.107,9B:C2:55:E4:62:C7,1
483,Mobile,Vivo V30,Android,10.69.104.56,30:91:90:58:82:9B,1
484,Laptop,Lenovo ThinkPad,Windows,10.30.6.234,F6:99:59:61:F8:32,1
485,Laptop,HP Pavilion,Windows,10.184.243.254,30:7B:E3:FD:94:A8,1
486,Mobile,Vivo V30,Android,10.143.170.112,66:BB:4E:80:99:FB,1
487,Mobile,Vivo V30,Android,10.219.123.60,9A:46:69:D0:2B:BA,1
488,Laptop,Lenovo ThinkPad,Windows,10.41.115.88,CC:24:77:2E:47:E2,1
489,Laptop,MacBook Air M3,macOS,10.35.178.173,AB:00:1D:E2:1A:25,1
490,Mobile,iPhone 15,iOS,10.165.194.168,2A:F0:04:B5:67:CE,1
491,Laptop,Dell Inspiron 15,Windows,10.2.91.182,95:63:0C:40:90:68,1
492,Tablet,iPad Air,iPadOS,10.119.26.128,2D:F6:43:13:2F:ED,1
493,Mobile,Samsung Galaxy S24,Android,10.185.12.194,01:9F:05:23:34:C9,1
494,Tablet,iPad Air,iPadOS,10.52.229.182,7A:4F:FD:8F:C6:FD,1
495,Laptop,HP Pavilion,Windows,10.126.120.127,C5:34:8B:58:08:72,1
496,Laptop,HP Pavilion,Windows,10.44.63.66,4B:8B:E9:39:AE:2D,1
497,Mobile,Vivo V30,Android,10.49.240.97,2C:6D:93:05:01:3D,1
498,Tablet,iPad Air,iPadOS,10.186.175.156,FD:9F:D2:22:A3:02,1
499,Laptop,HP Pavilion,Windows,10.33.195.121,B4:42:AC:46:11:62,1
500,Laptop,Dell Inspiron 15,Windows,10.71.30.127,7A:8C:DE:0A:DF:17,1
501,Mobile,OnePlus 12,Android,10.210.83.105,BB:4C:B8:3E:E7:6B,1
502,Tablet,iPad Air,iPadOS,10.145.85.172,54:04:E1:6C:F6:4E,1
503,Mobile,Samsung Galaxy S24,Android,10.55.246.7,86:F0:8E:BB:D1:C7,1
504,Mobile,Vivo V30,Android,10.200.136.36,F3:5D:35:32:D3:81,1
505,Laptop,Dell Inspiron 15,Windows,10.73.101.116,F4:DA:FF:1C:82:61,1
506,Laptop,Lenovo ThinkPad,Windows,10.23.76.22,78:E5:ED:3D:1A:14,1
507,Mobile,iPhone 15,iOS,10.19.210.174,2C:6D:A6:5B:C8:84,1
508,Laptop,Dell Inspiron 15,Windows,10.206.82.138,F0:FA:55:44:03:1E,1
509,Mobile,OnePlus 12,Android,10.65.179.131,05:3C:18:01:61:3C,1
510,Laptop,Lenovo ThinkPad,Windows,10.4.178.172,9E:3E:D0:AE:A8:1B,1
511,Mobile,OnePlus 12,Android,10.213.237.187,72:46:DC:A2:77:2A,1
512,Mobile,OnePlus 12,Android,10.75.109.45,E8:7A:D9:49:B0:41,1
513,Mobile,Vivo V30,Android,10.196.145.60,90:00:F3:31:4E:1B,1
514,Mobile,Samsung Galaxy S24,Android,10.185.20.19,61:2B:7B:FE:A5:42,1
515,Mobile,Samsung Galaxy S24,Android,10.240.8.161,ED:2F:BF:94:BA:3E,1
516,Laptop,MacBook Air M3,macOS,10.33.142.243,58:18:9D:BE:E8:06,1
517,Mobile,Samsung Galaxy S24,Android,10.8.228.31,7F:45:CF:76:72:9C,1
518,Laptop,Dell Inspiron 15,Windows,10.21.69.143,60:09:35:5A:66:8A,1
519,Mobile,Vivo V30,Android,10.225.139.176,C4:1E:8F:99:A2:A8,1
520,Mobile,iPhone 15,iOS,10.19.108.51,D2:0F:74:0C:68:97,1
521,Mobile,Vivo V30,Android,10.252.157.210,E7:82:0F:83:61:FB,1
522,Laptop,HP Pavilion,Windows,10.117.233.3,DB:1A:A0:B5:70:D6,1
523,Mobile,Samsung Galaxy S24,Android,10.46.215.101,06:4C:0F:AA:2F:D7,1
524,Mobile,iPhone 15,iOS,10.54.139.108,91:3F:2A:5F:32:BF,1
525,Laptop,Dell Inspiron 15,Windows,10.133.208.64,AE:C9:10:14:87:6A,1
526,Mobile,OnePlus 12,Android,10.101.38.218,84:77:F0:41:EA:91,1
527,Laptop,Dell Inspiron 15,Windows,10.63.124.90,89:4B:55:5C:3D:E0,1
528,Laptop,HP Pavilion,Windows,10.134.82.24,3C:A6:F6:9D:23:92,1
529,Mobile,Samsung Galaxy S24,Android,10.54.71.57,C3:90:2D:BA:19:E0,1
530,Laptop,Lenovo ThinkPad,Windows,10.94.134.203,73:6C:A7:2F:31:87,1
531,Laptop,Dell Inspiron 15,Windows,10.104.113.79,73:89:EB:37:2D:81,1
532,Laptop,MacBook Air M3,macOS,10.240.17.66,37:48:64:0C:7B:A7,1
533,Laptop,MacBook Air M3,macOS,10.72.124.237,12:7B:A3:DC:E1:99,1
534,Mobile,OnePlus 12,Android,10.104.199.171,82:F0:48:77:30:61,1
535,Mobile,OnePlus 12,Android,10.191.164.5,1B:D2:C5:28:AD:C6,1
536,Laptop,Dell Inspiron 15,Windows,10.96.91.228,AC:B1:81:A1:54:E8,1
537,Tablet,iPad Air,iPadOS,10.77.0.21,01:A2:E0:6E:63:BF,1
538,Laptop,Dell Inspiron 15,Windows,10.245.92.190,50:54:63:6C:61:D9,1
539,Mobile,Samsung Galaxy S24,Android,10.248.50.29,7E:86:F4:CE:46:CF,1
540,Laptop,HP Pavilion,Windows,10.59.77.83,CA:9F:84:86:5F:EB,1
541,Laptop,Lenovo ThinkPad,Windows,10.172.171.36,A7:20:3F:81:B5:FD,1
542,Laptop,Lenovo ThinkPad,Windows,10.20.146.171,51:05:68:5E:B9:C5,1
543,Mobile,Vivo V30,Android,10.226.182.224,D4:A7:35:C9:6C:05,1
544,Laptop,MacBook Air M3,macOS,10.99.201.249,1D:8F:C9:0F:D2:0A,1
545,Laptop,Dell Inspiron 15,Windows,10.87.44.239,5A:D4:6E:CB:A8:8E,1
546,Laptop,Dell Inspiron 15,Windows,10.127.10.141,00:68:6A:74:35:9A,1
547,Laptop,Dell Inspiron 15,Windows,10.36.29.21,0C:E3:35:83:76:68,1
548,Mobile,OnePlus 12,Android,10.121.23.156,D5:E4:3A:DA:8A:9F,1
549,Mobile,OnePlus 12,Android,10.74.211.238,33:39:41:71:8B:C2,1
550,Tablet,iPad Air,iPadOS,10.229.201.242,B5:92:AB:77:03:52,1
551,Mobile,OnePlus 12,Android,10.236.57.175,5A:AC:AC:F2:27:10,1
552,Mobile,OnePlus 12,Android,10.38.194.235,DF:F6:4A:67:7B:EE,1
553,Laptop,HP Pavilion,Windows,10.52.72.99,CE:0D:AD:0C:8E:BD,1
554,Laptop,HP Pavilion,Windows,10.18.170.138,13:D8:E2:F0:44:50,1
555,Mobile,Samsung Galaxy S24,Android,10.163.47.203,B5:8E:EA:70:04:C3,1
556,Laptop,Lenovo ThinkPad,Windows,10.151.254.189,15:ED:B2:85:71:8B,1
557,Mobile,iPhone 15,iOS,10.31.197.142,90:72:06:83:F7:29,1
558,Mobile,iPhone 15,iOS,10.4.196.126,92:44:48:7F:66:F9,1
559,Laptop,HP Pavilion,Windows,10.241.117.144,5C:A9:8D:C4:22:0F,1
560,Mobile,OnePlus 12,Android,10.114.118.31,AC:C6:91:90:56:B9,1
561,Mobile,OnePlus 12,Android,10.54.122.152,07:5F:E0:4E:CC:3D,1
562,Mobile,Vivo V30,Android,10.214.34.254,93:E3:70:66:C0:F2,1
563,Mobile,Samsung Galaxy S24,Android,10.161.240.60,39:B4:10:CE:DE:58,1
564,Mobile,Vivo V30,Android,10.184.133.92,0B:FA:BA:16:91:83,1
565,Laptop,Dell Inspiron 15,Windows,10.167.43.99,75:2A:46:ED:2D:D7,1
566,Mobile,iPhone 15,iOS,10.169.20.253,77:B9:7B:99:FB:99,1
567,Mobile,Vivo V30,Android,10.23.79.105,1C:45:8B:74:20:E6,1
568,Laptop,Lenovo ThinkPad,Windows,10.224.71.162,8B:87:A4:36:03:19,1
569,Mobile,Vivo V30,Android,10.48.91.205,92:93:41:72:39:E9,1
570,Mobile,Samsung Galaxy S24,Android,10.195.188.236,62:8A:25:C1:05:CA,1
571,Laptop,MacBook Air M3,macOS,10.16.9.152,11:2D:8F:C0:5B:D6,1
572,Mobile,OnePlus 12,Android,10.137.117.176,F4:9B:72:70:54:E8,1
573,Tablet,iPad Air,iPadOS,10.149.185.3,59:2B:90:EE:6F:D8,1
574,Laptop,Lenovo ThinkPad,Windows,10.107.130.185,64:57:89:88:EE:1F,1
575,Mobile,OnePlus 12,Android,10.147.110.186,3F:6A:0B:E6:00:AA,1
576,Laptop,MacBook Air M3,macOS,10.22.120.83,EE:27:80:C3:C2:57,1
577,Mobile,iPhone 15,iOS,10.151.11.88,4D:65:44:84:1C:C1,1
578,Laptop,Lenovo ThinkPad,Windows,10.197.83.185,DF:07:31:18:1A:93,1
579,Mobile,Samsung Galaxy S24,Android,10.189.113.79,99:6E:FB:22:94:2F,1
580,Mobile,Vivo V30,Android,10.145.211.115,12:26:42:F0:E8:D3,1
581,Mobile,iPhone 15,iOS,10.80.30.193,18:F3:32:5E:0E:EB,1
582,Mobile,Samsung Galaxy S24,Android,10.136.77.137,BA:00:EC:BD:07:F2,1
583,Mobile,Vivo V30,Android,10.205.240.250,B2:2D:60:B3:55:8B,1
584,Mobile,Vivo V30,Android,10.90.129.48,58:E0:53:C9:47:9B,1
585,Laptop,Lenovo ThinkPad,Windows,10.210.110.27,44:90:99:68:DD:39,1
586,Laptop,MacBook Air M3,macOS,10.115.63.245,7F:01:A2:61:83:21,1
587,Laptop,HP Pavilion,Windows,10.100.224.113,FA:D7:3D:66:80:F3,1
588,Mobile,Vivo V30,Android,10.165.183.90,47:4A:29:E5:F3:9F,1
589,Mobile,OnePlus 12,Android,10.39.1.63,D0:CB:37:0F:B7:C7,1
590,Mobile,Samsung Galaxy S24,Android,10.155.95.229,3D:01:55:D5:52:8A,1
591,Mobile,OnePlus 12,Android,10.100.125.128,48:2D:33:CD:36:DA,1
592,Laptop,Dell Inspiron 15,Windows,10.162.236.195,F0:0B:E6:33:EA:26,1
593,Laptop,MacBook Air M3,macOS,10.4.42.44,73:11:FD:00:F9:CC,1
594,Mobile,Samsung Galaxy S24,Android,10.194.127.83,E2:AF:B3:B1:2A:25,1
595,Laptop,Lenovo ThinkPad,Windows,10.198.110.184,DE:BB:E6:A8:CB:32,1
596,Tablet,iPad Air,iPadOS,10.113.25.178,4F:DD:65:B9:B4:CC,1
597,Mobile,iPhone 15,iOS,10.247.144.22,CB:76:7C:B4:CD:85,1
598,Laptop,Lenovo ThinkPad,Windows,10.234.173.127,41:F4:6B:4A:87:7A,1
599,Laptop,Lenovo ThinkPad,Windows,10.139.112.128,A6:E2:57:5E:71:D1,1
600,Mobile,OnePlus 12,Android,10.59.134.6,B6:87:3A:30:6C:80,1
601,Mobile,OnePlus 12,Android,10.48.4.192,AC:00:B6:52:31:54,1
602,Mobile,OnePlus 12,Android,10.107.183.7,4F:13:6A:7C:C8:99,1
603,Mobile,Samsung Galaxy S24,Android,10.58.115.19,8B:67:E6:B1:D3:30,1
604,Tablet,iPad Air,iPadOS,10.218.36.208,A5:0F:5A:CF:DB:97,1
605,Laptop,Lenovo ThinkPad,Windows,10.232.236.48,35:14:69:5F:D2:65,1
606,Laptop,HP Pavilion,Windows,10.127.202.91,C4:0C:3B:3E:A1:F5,1
607,Tablet,iPad Air,iPadOS,10.255.20.186,79:A7:A4:B4:42:B3,1
608,Tablet,iPad Air,iPadOS,10.7.233.147,EA:23:E5:0B:13:80,1
609,Laptop,Dell Inspiron 15,Windows,10.173.94.153,16:85:7D:99:D9:0F,1
610,Mobile,Samsung Galaxy S24,Android,10.13.175.72,F2:7B:80:85:28:B4,1
611,Laptop,MacBook Air M3,macOS,10.20.146.174,34:A4:30:02:4B:8E,1
612,Mobile,Samsung Galaxy S24,Android,10.67.132.251,43:15:EE:68:4B:D3,1
613,Laptop,Lenovo ThinkPad,Windows,10.54.23.82,FB:D8:FD:08:D4:E9,1
